Gene,Refseq,chr,start,end,strand,siNup153,siNup93,DamID_Nup153,DamID_Nup93,DamID_Class,siNup_any,siRNA_Class,siRNA_bool,DamID_bool,siNup93_expr,siNup93_bool,siNup153_expr,siNup153_bool,chr_loci,incl_nup_si_dam
DLL4,NM_019074,15,41221531,41231258,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.041221531,TRUE
CHAC1,NM_024111,15,41245636,41248717,+,1,1,0,0,0,1,0,0,0,change,1,change,1,15.041245636,TRUE
INO80,NM_017553,15,41271079,41408444,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.041271079,TRUE
EXD1,NM_001286441,15,41474931,41522955,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.041474931,TRUE
CHP1,NM_007236,15,41523437,41574083,+,0,-1,0,0,0,1,1,1,0,change,1,none,0,15.041523437,TRUE
OIP5-AS1,NR_026757,15,41576201,41591795,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.041576201,TRUE
OIP5,NM_007280,15,41601466,41624819,-,1,1,0,0,0,1,0,0,0,change,1,change,1,15.041601466,TRUE
NUSAP1,NM_001243144,15,41624892,41673248,+,1,0,0,0,0,1,0,0,0,none,0,change,1,15.041624892,TRUE
NDUFAF1,NM_016013,15,41679547,41694658,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.041679547,TRUE
RTF1,NM_015138,15,41709302,41775761,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.041709302,TRUE
ITPKA,NM_002220,15,41786056,41795757,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.041786056,TRUE
LTK,NM_001135685,15,41795840,41806085,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.04179584,TRUE
RPAP1,NM_015540,15,41809375,41836475,-,0,-1,0,0,0,1,1,1,0,change,1,none,0,15.041809375,TRUE
TYRO3,NM_006293,15,41851220,41871536,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.04185122,TRUE
MGA,NM_001164273,15,41952610,42062141,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.04195261,TRUE
MIR626,NR_030356,15,41983783,41983876,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.041983783,TRUE
MAPKBP1,NM_001265611,15,42066632,42120053,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.042066632,TRUE
JMJD7-PLA2G4B,NM_001198588,15,42120283,42140346,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.042120283,TRUE
JMJD7,NM_001114632,15,42120283,42129785,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.042120283,TRUE
PLA2G4B,NM_001114633,15,42131011,42140346,+,-1,0,0,0,0,1,2,1,0,none,0,change,1,15.042131011,TRUE
SPTBN5,NM_016642,15,42140344,42186275,-,-1,-1,0,0,0,1,3,1,0,change,1,change,1,15.042140344,TRUE
MIR4310,NR_036195,15,42158693,42158749,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.042158693,TRUE
EHD4,NM_139265,15,42191639,42264755,-,0,1,0,0,0,1,0,0,0,change,1,none,0,15.042191639,TRUE
EHD4-AS1,NR_120332,15,42213615,42221484,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.042213615,TRUE
PLA2G4E-AS1,NR_120334,15,42264961,42291292,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.042264961,TRUE
PLA2G4E,NM_001206670,15,42273780,42342901,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.04227378,TRUE
PLA2G4D,NM_178034,15,42359881,42386752,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.042359881,TRUE
PLA2G4F,NM_213600,15,42433332,42448839,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.042433332,TRUE
VPS39,NM_001301138,15,42450899,42500524,-,0,-1,0,0,0,1,1,1,0,change,1,none,0,15.042450899,TRUE
MIR627,NR_030357,15,42491768,42491864,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.042491768,TRUE
TMEM87A,NM_001286487,15,42502650,42565782,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.04250265,TRUE
GANC,NM_198141,15,42566366,42645864,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.042566366,TRUE
CAPN3,NM_024344,15,42651698,42704515,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.042651698,TRUE
ZNF106,NM_001284307,15,42704635,42783395,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.042704635,TRUE
SNAP23,NM_003825,15,42787504,42825259,+,1,1,0,0,0,1,0,0,0,change,1,change,1,15.042787504,TRUE
LRRC57,NM_153260,15,42834720,42841002,-,1,1,0,0,0,1,0,0,0,change,1,change,1,15.04283472,TRUE
HAUS2,NM_001130447,15,42841011,42862190,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.042841011,TRUE
STARD9,NM_020759,15,42867857,43013196,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.042867857,TRUE
CDAN1,NM_138477,15,43015760,43029417,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.04301576,TRUE
TTBK2,NM_173500,15,43036542,43213007,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.043036542,TRUE
UBR1,NM_174916,15,43235098,43398286,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.043235098,TRUE
TMEM62,NM_024956,15,43425722,43477341,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.043425722,TRUE
CCNDBP1,NR_045999,15,43477466,43489375,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.043477466,TRUE
EPB42,NM_001114134,15,43489426,43513323,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.043489426,TRUE
TGM5,NM_004245,15,43524793,43559055,-,1,0,0,0,0,1,0,0,0,none,0,change,1,15.043524793,TRUE
TGM7,NM_052955,15,43568479,43594453,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.043568479,TRUE
LCMT2,NM_014793,15,43619974,43622820,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.043619974,TRUE
ADAL,NM_001159280,15,43622554,43646753,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.043622554,TRUE
ZSCAN29,NM_152455,15,43650370,43662258,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.04365037,TRUE
TUBGCP4,NM_014444,15,43663257,43699296,+,1,0,0,0,0,1,0,0,0,none,0,change,1,15.043663257,TRUE
RNU6-28P,NR_046489,15,43675288,43894832,-,0,1,0,0,0,1,0,0,0,change,1,none,0,15.043675288,TRUE
TP53BP1,NM_005657,15,43699412,43802707,-,0,0,1,0,2,0,0,0,1,none,0,none,0,15.043699412,TRUE
MAP1A,NM_002373,15,43809806,43823818,+,0,1,0,0,0,1,0,0,0,change,1,none,0,15.043809806,TRUE
PPIP5K1,NM_001130859,15,43825660,43882451,-,-1,-1,0,0,0,1,3,1,0,change,1,change,1,15.04382566,TRUE
CKMT1B,NM_020990,15,43885252,43891604,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.043885252,TRUE
STRC,NM_153700,15,43891761,43910998,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.043891761,TRUE
CATSPER2,NM_054020,15,43922760,43941039,-,-1,-1,0,0,0,1,3,1,0,change,1,change,1,15.04392276,TRUE
CKMT1A,NM_001015001,15,43985084,43991420,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.043985084,TRUE
CATSPER2P1,NR_002318,15,44028146,44038496,-,0,-1,0,0,0,1,1,1,0,change,1,none,0,15.044028146,TRUE
PDIA3,NM_005313,15,44038590,44064804,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.04403859,TRUE
ELL3,NM_025165,15,44064798,44069502,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.044064798,TRUE
SERF2,NM_001199877,15,44069294,44088287,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.044069294,TRUE
SERF2-C15ORF63,NR_037673,15,44084174,44094769,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.044084174,TRUE
MIR1282,NR_031695,15,44085857,44085957,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.044085857,TRUE
SERINC4,NM_001258031,15,44086372,44092295,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.044086372,TRUE
HYPK,NM_016400,15,44092619,44094769,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.044092619,TRUE
MFAP1,NM_005926,15,44096733,44116951,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.044096733,TRUE
WDR76,NM_001167941,15,44119112,44160617,+,1,1,0,0,0,1,0,0,0,change,1,change,1,15.044119112,TRUE
FRMD5,NM_001286491,15,44162959,44487492,-,0,0,0,1,1,0,0,0,1,none,0,none,0,15.044162959,TRUE
PIN4P1,NR_003571,15,44168024,44170369,-,0,-1,1,0,2,1,1,1,1,change,1,none,0,15.044168024,TRUE
CASC4,NM_138423,15,44580909,44707959,+,-1,-1,0,0,0,1,3,1,0,change,1,change,1,15.044580909,TRUE
CTDSPL2,NM_016396,15,44719579,44819429,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.044719579,TRUE
EIF3J-AS1,NR_034170,15,44826703,44829121,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.044826703,TRUE
EIF3J,NM_001284336,15,44829266,44855001,+,0,-1,0,0,0,1,1,1,0,change,1,none,0,15.044829266,TRUE
SPG11,NM_025137,15,44854894,44955876,-,0,-1,0,0,0,1,1,1,0,change,1,none,0,15.044854894,TRUE
PATL2,NM_001145112,15,44957930,44969086,-,-1,0,0,0,0,1,2,1,0,none,0,change,1,15.04495793,TRUE
B2M,NM_004048,15,45003685,45010357,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.045003685,TRUE
LOC100419583,NR_125376,15,45021186,45025049,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.045021186,TRUE
TRIM69,NM_182985,15,45028560,45060027,+,-1,0,0,0,0,1,2,1,0,none,0,change,1,15.04502856,TRUE
C15orf43,NM_152448,15,45248900,45271421,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.0452489,TRUE
SORD,NR_034039,15,45315302,45367287,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.045315302,TRUE
DUOX2,NM_014080,15,45384852,45406359,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.045384852,TRUE
DUOXA2,NM_207581,15,45406523,45410301,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.045406523,TRUE
DUOXA1,NM_001276268,15,45409564,45422075,-,0,1,0,0,0,1,0,0,0,change,1,none,0,15.045409564,TRUE
DUOX1,NM_017434,15,45422192,45457776,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.045422192,TRUE
SHF,NM_138356,15,45459412,45493373,-,1,0,0,0,0,1,0,0,0,none,0,change,1,15.045459412,TRUE
LOC101928414,NR_120335,15,45543779,45571420,-,-1,-1,0,0,0,1,3,1,0,change,1,change,1,15.045543779,TRUE
SLC28A2,NM_004212,15,45544428,45568132,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.045544428,TRUE
GATM,NM_001482,15,45653322,45670980,-,-1,0,0,0,0,1,2,1,0,none,0,change,1,15.045653322,TRUE
SPATA5L1,NM_024063,15,45694519,45713616,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.045694519,TRUE
C15orf48,NM_197955,15,45722727,45725647,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.045722727,TRUE
MIR147B,NR_030599,15,45725248,45725327,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.045725248,TRUE
SLC30A4,NM_013309,15,45774680,45815002,-,-1,-1,0,0,0,1,3,1,0,change,1,change,1,15.04577468,TRUE
HMGN2P46,NR_022014,15,45803334,45848928,+,-1,-1,0,0,0,1,3,1,0,change,1,change,1,15.045803334,TRUE
BLOC1S6,NR_132352,15,45879321,45901914,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.045879321,TRUE
SQRDL,NM_001271213,15,45923346,45983492,+,0,1,0,0,0,1,0,0,0,change,1,none,0,15.045923346,TRUE
SEMA6D,NM_001198999,15,47476403,48066420,+,0,1,0,0,0,1,0,0,0,change,1,none,0,15.047476403,TRUE
LINC01491,NR_120336,15,48095581,48138433,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.048095581,TRUE
SLC24A5,NM_205850,15,48413169,48434589,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.048413169,TRUE
MYEF2,NM_016132,15,48431625,48470558,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.048431625,TRUE
CTXN2,NM_001145668,15,48483867,48495951,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.048483867,TRUE
SLC12A1,NM_001184832,15,48498498,48596275,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.048498498,TRUE
DUT,NM_001025248,15,48623621,48635570,+,1,0,0,0,0,1,0,0,0,none,0,change,1,15.048623621,TRUE
FBN1,NM_000138,15,48700503,48937985,-,-1,0,0,0,0,1,2,1,0,none,0,change,1,15.048700503,TRUE
CEP152,NM_001194998,15,49030135,49103343,-,1,0,0,0,0,1,0,0,0,none,0,change,1,15.049030135,TRUE
SHC4,NM_203349,15,49115934,49255641,-,1,1,0,0,0,1,0,0,0,change,1,change,1,15.049115934,TRUE
EID1,NM_014335,15,49170290,49172380,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.04917029,TRUE
SECISBP2L,NM_014701,15,49280835,49338760,-,-1,0,0,0,0,1,2,1,0,none,0,change,1,15.049280835,TRUE
COPS2,NM_004236,15,49417471,49447854,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.049417471,TRUE
GALK2,NM_001001556,15,49447956,49622002,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.049447956,TRUE
NDUFAF4P1,NR_036507,15,49448495,49450822,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.049448495,TRUE
MIR4716,NR_039866,15,49461267,49461350,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.049461267,TRUE
FAM227B,NM_152647,15,49620592,49913118,-,-1,-1,0,0,0,1,3,1,0,change,1,change,1,15.049620592,TRUE
FGF7,NM_002009,15,49715375,49779523,+,0,-1,0,0,0,1,1,1,0,change,1,none,0,15.049715375,TRUE
DTWD1,NM_001144955,15,49913226,49937333,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.049913226,TRUE
ATP8B4,NR_073597,15,50150435,50411419,-,0,0,1,0,2,0,0,0,1,none,0,none,0,15.050150435,TRUE
SLC27A2,NM_003645,15,50474393,50528589,+,1,1,0,0,0,1,0,0,0,change,1,change,1,15.050474393,TRUE
HDC,NM_001306146,15,50534146,50558162,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.050534146,TRUE
GABPB1,NM_005254,15,50569389,50647605,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.050569389,TRUE
FLJ10038,NR_026891,15,50641135,50647076,-,0,-1,0,0,0,1,1,1,0,change,1,none,0,15.050641135,TRUE
GABPB1-AS1,NR_024490,15,50646371,50650503,+,0,-1,0,0,0,1,1,1,0,change,1,none,0,15.050646371,TRUE
MIR4712,NR_039862,15,50652526,50652607,+,0,-1,0,0,0,1,1,1,0,change,1,none,0,15.050652526,TRUE
USP8,NM_005154,15,50716574,50793280,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.050716574,TRUE
USP50,NM_203494,15,50792759,50838902,-,0,1,0,0,0,1,0,0,0,change,1,none,0,15.050792759,TRUE
TRPM7,NM_001301212,15,50849356,50979012,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.050849356,TRUE
SPPL2A,NM_032802,15,50999737,51057910,-,-1,-1,0,0,0,1,3,1,0,change,1,change,1,15.050999737,TRUE
AP4E1,NM_007347,15,51200869,51298097,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.051200869,TRUE
DCAF13P3,NR_027642,15,51236326,51238762,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.051236326,TRUE
TNFAIP8L3,NM_207381,15,51348799,51397473,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.051348799,TRUE
CYP19A1,NM_031226,15,51500254,51630795,-,0,1,0,0,0,1,0,0,0,change,1,none,0,15.051500254,TRUE
MIR4713,NR_039863,15,51534387,51534461,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.051534387,TRUE
MIR7973-2,NR_107013,15,51606229,51606304,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.051606229,TRUE
MIR7973-1,NR_107012,15,51606231,51606306,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.051606231,TRUE
GLDN,NM_181789,15,51633713,51700209,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.051633713,TRUE
DMXL2,NM_015263,15,51739921,51914967,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.051739921,TRUE
SCG3,NM_013243,15,51973550,52013223,+,-1,-1,0,0,0,1,3,1,0,change,1,change,1,15.05197355,TRUE
LYSMD2,NM_001143917,15,52015261,52043650,-,-1,-1,0,0,0,1,3,1,0,change,1,change,1,15.052015261,TRUE
TMOD2,NM_014548,15,52043758,52108558,+,-1,0,0,0,0,1,2,1,0,none,0,change,1,15.052043758,TRUE
TMOD3,NM_014547,15,52121825,52204331,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.052121825,TRUE
LOC100422556,NR_109775,15,52211160,52216317,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.05221116,TRUE
LEO1,NM_001286430,15,52230222,52263998,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.052230222,TRUE
MAPK6,NM_002748,15,52311411,52358462,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.052311411,TRUE
BCL2L10,NM_020396,15,52401466,52404972,-,0,0,1,0,2,0,0,0,1,none,0,none,0,15.052401466,TRUE
GNB5,NM_016194,15,52413123,52483565,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.052413123,TRUE
LOC100129973,NR_102751,15,52472223,52498076,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.052472223,TRUE
MYO5C,NM_018728,15,52484515,52587995,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.052484515,TRUE
MIR1266,NR_031670,15,52569314,52569397,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.052569314,TRUE
MYO5A,NM_000259,15,52599480,52821247,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.05259948,TRUE
ARPP19,NM_001306191,15,52839242,52861643,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.052839242,TRUE
FAM214A,NR_104457,15,52873518,52970831,-,-1,0,0,0,0,1,2,1,0,none,0,change,1,15.052873518,TRUE
ONECUT1,NM_004498,15,53049160,53082209,-,1,1,0,0,0,1,0,0,0,change,1,change,1,15.05304916,TRUE
WDR72,NR_102334,15,53805938,54055075,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.053805938,TRUE
UNC13C,NM_001080534,15,54305101,54920806,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.054305101,TRUE
RSL24D1,NM_016304,15,55473512,55489231,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.055473512,TRUE
RAB27A,NM_183235,15,55495164,55582013,-,0,1,0,0,0,1,0,0,0,change,1,none,0,15.055495164,TRUE
PIGBOS1,NM_001308423,15,55609382,55611392,-,-1,-1,0,0,0,1,3,1,0,change,1,change,1,15.055609382,TRUE
PIGB,NM_004855,15,55611133,55647846,+,-1,-1,0,0,0,1,3,1,0,change,1,change,1,15.055611133,TRUE
CCPG1,NM_001204451,15,55647421,55700708,-,-1,0,0,0,0,1,2,1,0,none,0,change,1,15.055647421,TRUE
DYX1C1-CCPG1,NR_037923,15,55647421,55790782,-,-1,0,0,0,0,1,2,1,0,none,0,change,1,15.055647421,TRUE
MIR628,NR_030358,15,55665138,55665232,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.055665138,TRUE
C15orf65,NM_001198784,15,55700723,55710910,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.055700723,TRUE
DYX1C1,NM_001033560,15,55709954,55800432,-,-1,0,0,0,0,1,2,1,0,none,0,change,1,15.055709954,TRUE
PYGO1,NM_015617,15,55831085,55881050,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.055831085,TRUE
PRTG,NM_173814,15,55903739,56035317,-,1,1,0,0,0,1,0,0,0,change,1,change,1,15.055903739,TRUE
NEDD4,NM_006154,15,56119117,56285944,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.056119117,TRUE
RFX7,NM_022841,15,56382731,56535483,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.056382731,TRUE
TEX9,NM_001286449,15,56657622,56738195,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.056657622,TRUE
MNS1,NM_018365,15,56720929,56757335,-,1,1,0,0,0,1,0,0,0,change,1,change,1,15.056720929,TRUE
ZNF280D,NM_001002843,15,56922374,57026284,-,-1,-1,0,0,0,1,3,1,0,change,1,change,1,15.056922373999999,TRUE
LOC145783,NR_015419,15,57178368,57210697,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.057178368,TRUE
TCF12,NM_207037,15,57210833,57580714,+,1,1,0,0,0,1,0,0,0,change,1,change,1,15.057210833,TRUE
LINC00926,NR_024433,15,57592563,57599967,+,0,-1,0,0,0,1,1,1,0,change,1,none,0,15.057592563,TRUE
LINC01413,NR_120337,15,57611336,57617237,+,0,0,1,1,3,0,0,0,1,none,0,none,0,15.057611336,TRUE
CGNL1,NM_032866,15,57668703,57842925,+,1,1,0,0,0,1,0,0,0,change,1,change,1,15.057668703,TRUE
GCOM1,NM_001285900,15,57884102,58009755,+,1,1,0,0,0,1,0,0,0,change,1,change,1,15.057884102,TRUE
MYZAP,NM_152451,15,57884102,57977562,+,1,1,0,0,0,1,0,0,0,change,1,change,1,15.057884102,TRUE
POLR2M,NM_001018102,15,57998719,58009755,+,0,1,0,0,0,1,0,0,0,change,1,none,0,15.057998719,TRUE
ALDH1A2,NM_003888,15,58245622,58358121,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.058245622,TRUE
AQP9,NM_020980,15,58430408,58478110,+,-1,0,0,0,0,1,2,1,0,none,0,change,1,15.058430408,TRUE
LIPC,NM_000236,15,58724175,58861073,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.058724175,TRUE
LOC101928694,NR_120338,15,58727100,58790934,-,1,1,1,0,2,1,0,0,1,change,1,change,1,15.0587271,TRUE
ADAM10,NM_001110,15,58887403,59042177,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.058887403,TRUE
HSP90AB4P,NR_073415,15,58982672,58985806,-,1,1,0,0,0,1,0,0,0,change,1,change,1,15.058982672,TRUE
FAM63B,NM_001040453,15,59063393,59149734,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.059063393,TRUE
SLTM,NM_024755,15,59171244,59225852,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.059171244,TRUE
RNF111,NM_001270528,15,59279865,59389618,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.059279865,TRUE
CCNB2,NM_004701,15,59397284,59417244,+,1,0,0,0,0,1,0,0,0,none,0,change,1,15.059397284,TRUE
MYO1E,NM_004998,15,59428168,59665071,-,-1,-1,0,0,0,1,3,1,0,change,1,change,1,15.059428168,TRUE
MIR2116,NR_031750,15,59463382,59463461,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.059463382,TRUE
LDHAL6B,NM_033195,15,59499015,59500785,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.059499015,TRUE
FAM81A,NM_152450,15,59730372,59815751,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.059730372,TRUE
GCNT3,NM_004751,15,59903982,59912210,+,0,1,0,0,0,1,0,0,0,change,1,none,0,15.059903982,TRUE
GTF2A2,NM_004492,15,59930261,59949737,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.059930261,TRUE
BNIP2,NM_004330,15,59955062,59981642,-,0,0,1,0,2,0,0,0,1,none,0,none,0,15.059955062,TRUE
FOXB1,NM_012182,15,60296421,60298142,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.060296421,TRUE
ANXA2,NM_004039,15,60639350,60690185,-,0,1,0,0,0,1,0,0,0,change,1,none,0,15.06063935,TRUE
ICE2,NM_001018089,15,60711808,60771359,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.060711808,TRUE
RORA-AS1,NR_120341,15,60771377,60922838,+,0,1,0,0,0,1,0,0,0,change,1,none,0,15.060771377,TRUE
RORA,NM_134261,15,60780483,61521502,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.060780483,TRUE
RORA-AS2,NR_120318,15,60973768,60979448,+,0,0,1,1,3,0,0,0,1,none,0,none,0,15.060973768,TRUE
VPS13C,NM_017684,15,62144590,62352664,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.06214459,TRUE
C2CD4A,NM_207322,15,62359176,62363116,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.062359176,TRUE
C2CD4B,NM_001007595,15,62455737,62457482,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.062455737,TRUE
MIR8067,NR_107034,15,62596857,62596933,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.062596857,TRUE
MIR6085,NR_106733,15,62635228,62635337,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.062635228,TRUE
MGC15885,NR_026897,15,62929371,62937380,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.062929371,TRUE
TLN2,NM_015059,15,62939510,63136829,+,0,0,1,0,2,0,0,0,1,none,0,none,0,15.06293951,TRUE
MIR190A,NR_029709,15,63116156,63116240,+,0,0,1,1,3,0,0,0,1,none,0,none,0,15.063116156,TRUE
TPM1,NM_001018020,15,63334838,63364113,+,0,-1,0,0,0,1,1,1,0,change,1,none,0,15.063334838,TRUE
LACTB,NM_032857,15,63413999,63434264,+,0,0,1,0,2,0,0,0,1,none,0,none,0,15.063413999,TRUE
RPS27L,NM_015920,15,63445539,63449741,-,0,1,0,1,1,1,0,0,1,change,1,none,0,15.063445539,TRUE
RAB8B,NM_016530,15,63481728,63559973,+,1,1,0,0,0,1,0,0,0,change,1,change,1,15.063481728,TRUE
APH1B,NM_031301,15,63569749,63601325,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.063569749,TRUE
CA12,NM_001293642,15,63615730,63674309,-,1,1,0,0,0,1,0,0,0,change,1,change,1,15.06361573,TRUE
LOC102723344,NR_120375,15,63682429,63729735,+,0,1,1,1,3,1,0,0,1,change,1,none,0,15.063682429,TRUE
USP3,NM_001256702,15,63796710,63886839,+,1,0,0,1,1,1,0,0,1,none,0,change,1,15.06379671,TRUE
USP3-AS1,NR_034080,15,63879909,63893026,-,1,1,0,0,0,1,0,0,0,change,1,change,1,15.063879909,TRUE
FBXL22,NM_203373,15,63889552,63894620,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.063889552,TRUE
HERC1,NM_003922,15,63900817,64126147,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.063900817,TRUE
MIR422A,NR_029944,15,64163129,64163218,-,0,0,0,0,0,0,0,0,0,none,0,none,0,15.064163129,TRUE
DAPK2,NM_014326,15,64199235,64338521,-,1,1,0,0,0,1,0,0,0,change,1,change,1,15.064199235,TRUE
LOC101928988,NR_120344,15,64220473,64228152,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.064220473,TRUE
FAM96A,NM_001014812,15,64364758,64386207,-,0,1,1,0,2,1,0,0,1,change,1,none,0,15.064364758,TRUE
SNX1,NM_003099,15,64388083,64436433,+,0,0,0,0,0,0,0,0,0,none,0,none,0,15.064388083,TRUE
